Pipeline,Completness,SizeInBins,bin
A→B ,14.93,201 - 400,"3.8	(149)"
A→B ,95.42,1001 - 1500,"1.0 - 1.9	(67)"
A→B ,99.32,401 - 600,"1.0 - 1.9	(67)"
A→B ,89.17,<= 200,"3.2	(149)"
A→B ,34.7,201 - 400,"3.8	(149)"
A→B ,99.59,601 - 800,"1.0 - 1.9	(67)"
A→B ,48.21,<= 200,"3.8	(149)"
A→B ,97.08,<= 200,"1.0 - 1.9	(67)"
A→B ,21.38,401 - 600,"4.0	(149)"
A→B ,7.28,1501+,"3.6	(149)"
A→B ,87.56,201 - 400,"3.2	(149)"
A→B ,87.4,1001 - 1500,"2.0 - 3.1	(81)"
A→B ,97.09,1501+,"2.0 - 3.1	(81)"
A→B ,32.34,201 - 400,"3.2	(149)"
A→B ,80.74,201 - 400,"2.0 - 3.1	(81)"
A→B ,100,201 - 400,"1.0 - 1.9	(67)"
A→B ,0,201 - 400,"1.0 - 1.9	(67)"
A→B ,1.27,<= 200,"4.0	(149)"
A→B ,0.33,201 - 400,"3.6	(149)"
A→B ,2.1,201 - 400,"4.0	(149)"
A→B ,84.75,201 - 400,"3.4	(150)"
A→B ,60.74,401 - 600,"3.4	(150)"
A→B ,62.3,201 - 400,"3.6	(149)"
A→B ,9.89,401 - 600,"3.4	(150)"
A→B ,80.62,201 - 400,"3.2	(149)"
A→B ,70.31,201 - 400,"3.4	(150)"
A→B ,74.9,1001 - 1500,"3.2	(149)"
A→B ,22.92,201 - 400,"3.4	(150)"
A→B ,76.14,401 - 600,"3.2	(149)"
A→B ,88.59,<= 200,"3.2	(149)"
A→B ,41.63,201 - 400,"3.8	(149)"
A→B ,11.43,1001 - 1500,"3.8	(149)"
A→B ,92.17,<= 200,"2.0 - 3.1	(81)"
A→B ,16.05,401 - 600,"3.8	(149)"
A→B ,52.66,601 - 800,"3.8	(149)"
A→B ,81.92,201 - 400,"2.0 - 3.1	(81)"
A→B ,58.93,201 - 400,"3.6	(149)"
A→B ,99.12,<= 200,"1.0 - 1.9	(67)"
A→B ,96.65,201 - 400,"1.0 - 1.9	(67)"
A→B ,3.47,<= 200,"3.4	(150)"
A→B ,71.79,601 - 800,"3.4	(150)"
A→B ,80,601 - 800,"3.2	(149)"
A→B ,3.9,201 - 400,"4.0	(149)"
A→B ,28.96,201 - 400,"3.2	(149)"
A→B ,1.19,1501+,"3.6	(149)"
A→B ,3.75,201 - 400,"4.0	(149)"
A→B ,63.83,201 - 400,"3.4	(150)"
A→B ,27.13,<= 200,"3.6	(149)"
A→B ,0.13,601 - 800,"3.8	(149)"
A→B ,39.47,401 - 600,"3.8	(149)"
A→B ,5.97,201 - 400,"3.6	(149)"
A→B ,82.17,201 - 400,"3.2	(149)"
A→B ,42.97,<= 200,"3.6	(149)"
A→B ,91.91,801 - 1000,"3.6	(149)"
A→B ,0.17,1001 - 1500,"4.0	(149)"
A→B ,91.98,401 - 600,"2.0 - 3.1	(81)"
A→B ,70.92,1501+,"3.4	(150)"
A→B ,90.08,201 - 400,"3.4	(150)"
A→B ,52.75,<= 200,"3.8	(149)"
A→B ,14.54,201 - 400,"4.0	(149)"
A→B ,91.45,401 - 600,"1.0 - 1.9	(67)"
A→B ,0.88,<= 200,"3.6	(149)"
A→B ,71.15,401 - 600,"3.6	(149)"
A→B ,98.96,201 - 400,"2.0 - 3.1	(81)"
A→B ,96.01,601 - 800,"2.0 - 3.1	(81)"
A→B ,18.28,201 - 400,"4.0	(149)"
A→B ,33.82,601 - 800,"2.0 - 3.1	(81)"
A→B ,20.3,201 - 400,"3.6	(149)"
A→B ,96.43,<= 200,"3.4	(150)"
A→B ,73.21,<= 200,"3.6	(149)"
A→B ,61.49,601 - 800,"3.6	(149)"
A→B ,11.9,601 - 800,"3.2	(149)"
A→B ,3.65,201 - 400,"4.0	(149)"
A→B ,93.78,<= 200,"3.2	(149)"
A→B ,98.4,201 - 400,"2.0 - 3.1	(81)"
A→B ,95.08,201 - 400,"2.0 - 3.1	(81)"
A→B ,2.52,1501+,"3.8	(149)"
A→B ,59.9,401 - 600,"3.6	(149)"
A→B ,59.03,401 - 600,"3.6	(149)"
A→B ,98.86,601 - 800,"2.0 - 3.1	(81)"
A→B ,0,201 - 400,"1.0 - 1.9	(67)"
A→B ,26.98,<= 200,"3.8	(149)"
A→B ,61.73,<= 200,"3.8	(149)"
A→B ,2.9,401 - 600,"4.0	(149)"
A→B ,91.25,201 - 400,"3.2	(149)"
A→B ,65.78,201 - 400,"3.6	(149)"
A→B ,69.02,<= 200,"3.4	(150)"
A→B ,0.41,201 - 400,"3.4	(150)"
A→B ,99.28,601 - 800,"1.0 - 1.9	(67)"
A→B ,75.46,401 - 600,"3.4	(150)"
A→B ,0.32,201 - 400,"3.2	(149)"
A→B ,28.25,601 - 800,"4.0	(149)"
A→B ,95.6,<= 200,"3.2	(149)"
A→B ,94.4,<= 200,"3.6	(149)"
A→B ,90.41,201 - 400,"3.2	(149)"
A→B ,1.09,<= 200,"4.0	(149)"
A→B ,88.67,201 - 400,"3.6	(149)"
A→B ,52.33,201 - 400,"4.0	(149)"
A→B ,86.1,201 - 400,"3.4	(150)"
A→B ,19.58,401 - 600,"3.6	(149)"
A→B ,0.93,201 - 400,"3.2	(149)"
A→B ,59.94,601 - 800,"3.4	(150)"
A→B ,88.58,201 - 400,"3.8	(149)"
A→B ,97.53,<= 200,"1.0 - 1.9	(67)"
A→B ,0.99,201 - 400,"4.0	(149)"
A→B ,93.75,<= 200,"3.2	(149)"
A→B ,100,401 - 600,"1.0 - 1.9	(67)"
A→B ,72.98,801 - 1000,"3.8	(149)"
A→B ,18.19,801 - 1000,"3.8	(149)"
A→B ,1.39,1501+,"3.2	(149)"
A→B ,27.72,<= 200,"3.8	(149)"
A→B ,17.54,<= 200,"3.2	(149)"
A→B ,0,201 - 400,"3.8	(149)"
A→B ,100,201 - 400,"3.2	(149)"
A→B ,0,201 - 400,"4.0	(149)"
A→B ,95.73,<= 200,"3.4	(150)"
A→B ,91.72,<= 200,"3.4	(150)"
A→B ,44.63,201 - 400,"3.8	(149)"
A→B ,92.82,201 - 400,"3.6	(149)"
A→B ,27.87,201 - 400,"3.4	(150)"
A→B ,99.47,201 - 400,"1.0 - 1.9	(67)"
A→B ,58.87,201 - 400,"3.2	(149)"
A→B ,50.14,201 - 400,"3.8	(149)"
A→B ,79.07,201 - 400,"3.4	(150)"
A→B ,68.44,201 - 400,"3.2	(149)"
A→B ,61.47,401 - 600,"3.6	(149)"
A→B ,92.2,201 - 400,"3.4	(150)"
A→B ,74.47,201 - 400,"2.0 - 3.1	(81)"
A→B ,99.7,201 - 400,"1.0 - 1.9	(67)"
A→B ,59.46,201 - 400,"3.4	(150)"
A→B ,70.92,601 - 800,"3.2	(149)"
A→B ,95.47,201 - 400,"3.2	(149)"
A→B ,0.88,<= 200,"3.4	(150)"
A→B ,71.11,601 - 800,"3.4	(150)"
A→B ,75.89,201 - 400,"3.6	(149)"
A→B ,0,201 - 400,"3.4	(150)"
A→B ,0.44,201 - 400,"3.2	(149)"
A→B ,0,201 - 400,"3.6	(149)"
A→B ,87.54,201 - 400,"3.2	(149)"
A→B ,84.78,<= 200,"3.2	(149)"
A→B ,70.27,1001 - 1500,"2.0 - 3.1	(81)"
A→B ,8.86,201 - 400,"3.8	(149)"
A→B ,95.74,801 - 1000,"3.2	(149)"
A→B ,39.33,<= 200,"3.2	(149)"
A→B ,53.98,401 - 600,"3.6	(149)"
A→B ,59.93,201 - 400,"3.8	(149)"
A→B ,1.01,601 - 800,"3.6	(149)"
A→B ,73.78,201 - 400,"3.4	(150)"
A→B ,63.14,401 - 600,"2.0 - 3.1	(81)"
A→B ,49.51,201 - 400,"1.0 - 1.9	(67)"
A→B ,73.45,201 - 400,"3.4	(150)"
A→B ,84.06,201 - 400,"3.6	(149)"
A→B ,44.67,<= 200,"3.8	(149)"
A→B ,0,<= 200,"4.0	(149)"
A→B ,92.5,<= 200,"3.4	(150)"
A→B ,92.06,<= 200,"2.0 - 3.1	(81)"
A→B ,0,<= 200,"3.8	(149)"
A→B ,84.11,1001 - 1500,"3.4	(150)"
A→B ,72.31,201 - 400,"3.2	(149)"
A→B ,74.06,201 - 400,"2.0 - 3.1	(81)"
A→B ,2.13,<= 200,"3.4	(150)"
A→B ,36.14,201 - 400,"3.2	(149)"
A→B ,0.46,201 - 400,"4.0	(149)"
A→B ,56.58,401 - 600,"3.2	(149)"
A→B ,0,201 - 400,"3.8	(149)"
A→B ,65.99,<= 200,"3.8	(149)"
A→B ,0,201 - 400,"4.0	(149)"
A→B ,4.96,201 - 400,"3.8	(149)"
A→B ,14.31,401 - 600,"2.0 - 3.1	(81)"
A→B ,0.38,601 - 800,"3.2	(149)"
A→B ,97.05,401 - 600,"2.0 - 3.1	(81)"
A→B ,73.5,1001 - 1500,"3.2	(149)"
A→B ,55.76,401 - 600,"3.6	(149)"
A→B ,75.16,<= 200,"3.6	(149)"
A→B ,72.86,401 - 600,"3.4	(150)"
A→B ,98.1,201 - 400,"1.0 - 1.9	(67)"
A→B ,36.98,1501+,"3.8	(149)"
A→B ,93.88,<= 200,"3.2	(149)"
A→B ,9.54,401 - 600,"3.4	(150)"
A→B ,73.85,201 - 400,"3.6	(149)"
A→B ,94.48,<= 200,"3.2	(149)"
A→B ,26.6,201 - 400,"4.0	(149)"
A→B ,81.25,<= 200,"3.4	(150)"
A→B ,96.35,201 - 400,"2.0 - 3.1	(81)"
A→B ,74.11,201 - 400,"3.2	(149)"
A→B ,97.93,1501+,"1.0 - 1.9	(67)"
A→B ,75.4,201 - 400,"3.4	(150)"
A→B ,0.97,201 - 400,"3.6	(149)"
A→B ,23.64,201 - 400,"3.8	(149)"
A→B ,85.71,<= 200,"3.2	(149)"
A→B ,96.96,201 - 400,"2.0 - 3.1	(81)"
A→B ,22.4,401 - 600,"3.6	(149)"
A→B ,21.55,201 - 400,"3.8	(149)"
A→B ,10.19,<= 200,"3.8	(149)"
A→B ,9.71,801 - 1000,"3.8	(149)"
A→B ,6.05,201 - 400,"4.0	(149)"
A→B ,16.48,401 - 600,"3.8	(149)"
A→B ,68.34,601 - 800,"3.2	(149)"
A→B ,18.06,201 - 400,"3.6	(149)"
A→B ,68.32,401 - 600,"3.4	(150)"
A→B ,0.64,<= 200,"4.0	(149)"
A→B ,74.68,201 - 400,"3.2	(149)"
A→B ,74.63,401 - 600,"3.2	(149)"
A→B ,26.37,<= 200,"4.0	(149)"
A→B ,57.94,<= 200,"3.2	(149)"
A→B ,1.39,201 - 400,"3.4	(150)"
A→B ,99.17,201 - 400,"1.0 - 1.9	(67)"
A→B ,5.64,1001 - 1500,"4.0	(149)"
A→B ,91.39,201 - 400,"3.4	(150)"
A→B ,74.88,201 - 400,"3.8	(149)"
A→B ,78.31,<= 200,"3.2	(149)"
A→B ,90.24,<= 200,"3.2	(149)"
A→B ,0.41,201 - 400,"3.8	(149)"
A→B ,69.78,601 - 800,"3.4	(150)"
A→B ,2.12,201 - 400,"3.2	(149)"
A→B ,98.74,201 - 400,"2.0 - 3.1	(81)"
A→B ,100,<= 200,"1.0 - 1.9	(67)"
A→B ,9.64,<= 200,"3.8	(149)"
A→B ,45.11,<= 200,"3.8	(149)"
A→B ,30.85,201 - 400,"3.2	(149)"
A→B ,62.61,201 - 400,"3.6	(149)"
A→B ,32.62,1001 - 1500,"3.6	(149)"
A→B ,16.92,601 - 800,"4.0	(149)"
A→B ,34.97,<= 200,"4.0	(149)"
A→B ,84.3,401 - 600,"3.2	(149)"
A→B ,87.91,<= 200,"3.4	(150)"
A→B ,86.63,401 - 600,"3.2	(149)"
A→B ,13.46,801 - 1000,"3.8	(149)"
A→B ,2.52,201 - 400,"3.6	(149)"
A→B ,88.28,<= 200,"1.0 - 1.9	(67)"
A→B ,28.12,<= 200,"4.0	(149)"
A→B ,0.19,401 - 600,"3.8	(149)"
A→B ,2.13,<= 200,"3.8	(149)"
A→B ,83.37,401 - 600,"3.4	(150)"
A→B ,99.1,201 - 400,"1.0 - 1.9	(67)"
A→B ,38.1,201 - 400,"3.4	(150)"
A→B ,35.78,<= 200,"4.0	(149)"
A→B ,38.61,401 - 600,"3.8	(149)"
A→B ,1.3,401 - 600,"4.0	(149)"
A→B ,83.45,<= 200,"3.6	(149)"
A→B ,74.41,201 - 400,"3.2	(149)"
A→B ,57.5,<= 200,"4.0	(149)"
A→B ,27.62,1001 - 1500,"3.8	(149)"
A→B ,1.49,201 - 400,"3.8	(149)"
A→B ,2.38,<= 200,"4.0	(149)"
A→B ,8.13,201 - 400,"4.0	(149)"
A→B ,0,201 - 400,"4.0	(149)"
A→B ,53.22,1001 - 1500,"3.6	(149)"
A→B ,25.18,<= 200,"4.0	(149)"
A→B ,97.18,<= 200,"1.0 - 1.9	(67)"
A→B ,0.8,201 - 400,"4.0	(149)"
A→B ,62.94,401 - 600,"3.8	(149)"
A→B ,97.26,201 - 400,"1.0 - 1.9	(67)"
A→B ,83.35,1501+,"3.2	(149)"
A→B ,95.85,801 - 1000,"3.4	(150)"
A→B ,44.68,401 - 600,"3.6	(149)"
A→B ,51.5,401 - 600,"2.0 - 3.1	(81)"
A→B ,70.35,1501+,"3.6	(149)"
A→P* ,28.57,<= 200,"3.4	(150)"
A→P* ,0.45,201 - 400,"3.4	(150)"
A→P* ,40.93,<= 200,"3.6	(149)"
A→P* ,14.78,201 - 400,"3.8	(149)"
A→P* ,1.66,201 - 400,"4.0	(149)"
A→P* ,2.98,201 - 400,"3.8	(149)"
A→P* ,2.71,201 - 400,"3.6	(149)"
A→P* ,11.01,201 - 400,"3.8	(149)"
A→P* ,11.15,201 - 400,"3.8	(149)"
A→P* ,98.77,201 - 400,"1.0 - 1.9	(67)"
A→P* ,20.9,201 - 400,"3.4	(150)"
A→P* ,12.03,201 - 400,"4.0	(149)"
A→P* ,1.49,401 - 600,"3.6	(149)"
A→P* ,6.83,401 - 600,"3.8	(149)"
A→P* ,24.5,401 - 600,"3.4	(150)"
A→P* ,6.82,601 - 800,"3.4	(150)"
A→P* ,23.7,<= 200,"3.2	(149)"
A→P* ,18.25,<= 200,"3.4	(150)"
A→P* ,8.11,<= 200,"3.4	(150)"
A→P* ,37.58,801 - 1000,"3.6	(149)"
A→P* ,28.96,<= 200,"3.4	(150)"
A→P* ,88.89,401 - 600,"1.0 - 1.9	(67)"
A→P* ,7.82,201 - 400,"4.0	(149)"
A→P* ,39.39,201 - 400,"3.4	(150)"
A→P* ,98.45,<= 200,"1.0 - 1.9	(67)"
A→P* ,3.55,201 - 400,"3.6	(149)"
A→P* ,97.58,401 - 600,"2.0 - 3.1	(81)"
A→P* ,1.41,601 - 800,"4.0	(149)"
A→P* ,8.02,<= 200,"4.0	(149)"
A→P* ,5.65,<= 200,"3.2	(149)"
A→P* ,82.33,201 - 400,"2.0 - 3.1	(81)"
A→P* ,36.7,<= 200,"3.4	(150)"
A→P* ,2.67,601 - 800,"3.8	(149)"
A→P* ,48.52,201 - 400,"3.4	(150)"
A→P* ,28.53,1001 - 1500,"3.2	(149)"
A→P* ,93.06,<= 200,"1.0 - 1.9	(67)"
A→P* ,95.35,401 - 600,"1.0 - 1.9	(67)"
A→P* ,36.04,201 - 400,"3.8	(149)"
A→P* ,15.45,401 - 600,"3.6	(149)"
A→P* ,24.11,<= 200,"3.6	(149)"
A→P* ,33,201 - 400,"3.4	(150)"
A→P* ,96.12,1001 - 1500,"2.0 - 3.1	(81)"
A→P* ,15.79,401 - 600,"3.2	(149)"
A→P* ,98.34,201 - 400,"1.0 - 1.9	(67)"
A→P* ,9.96,201 - 400,"3.6	(149)"
A→P* ,97.77,401 - 600,"2.0 - 3.1	(81)"
A→P* ,1.95,201 - 400,"3.4	(150)"
A→P* ,35.77,201 - 400,"3.4	(150)"
A→P* ,44.14,201 - 400,"3.6	(149)"
A→P* ,2.71,201 - 400,"4.0	(149)"
A→P* ,21.9,<= 200,"3.2	(149)"
A→P* ,0,201 - 400,"4.0	(149)"
A→P* ,25.23,401 - 600,"3.4	(150)"
A→P* ,33.33,<= 200,"3.6	(149)"
A→P* ,6.37,<= 200,"3.8	(149)"
A→P* ,17.95,1001 - 1500,"3.6	(149)"
A→P* ,0.68,1001 - 1500,"3.2	(149)"
A→P* ,6.82,401 - 600,"3.6	(149)"
A→P* ,7.32,<= 200,"3.8	(149)"
A→P* ,39.67,<= 200,"3.4	(150)"
A→P* ,1.82,201 - 400,"3.8	(149)"
A→P* ,85.02,1501+,"2.0 - 3.1	(81)"
A→P* ,89.8,401 - 600,"1.0 - 1.9	(67)"
A→P* ,12.69,401 - 600,"4.0	(149)"
A→P* ,50,<= 200,"3.6	(149)"
A→P* ,9.12,201 - 400,"3.8	(149)"
A→P* ,30.34,401 - 600,"3.4	(150)"
A→P* ,1.26,601 - 800,"3.4	(150)"
A→P* ,25.69,<= 200,"3.2	(149)"
A→P* ,76.92,201 - 400,"2.0 - 3.1	(81)"
A→P* ,6.38,<= 200,"3.2	(149)"
A→P* ,3.73,601 - 800,"4.0	(149)"
A→P* ,18.02,<= 200,"3.6	(149)"
A→P* ,2.87,201 - 400,"3.2	(149)"
A→P* ,1.93,1501+,"4.0	(149)"
A→P* ,10.85,201 - 400,"3.8	(149)"
A→P* ,54.48,401 - 600,"3.2	(149)"
A→P* ,1.42,201 - 400,"3.8	(149)"
A→P* ,90.11,<= 200,"1.0 - 1.9	(67)"
A→P* ,4.01,201 - 400,"4.0	(149)"
A→P* ,90.17,601 - 800,"2.0 - 3.1	(81)"
A→P* ,15.76,<= 200,"3.6	(149)"
A→P* ,7.91,1001 - 1500,"3.6	(149)"
A→P* ,4.22,1001 - 1500,"3.6	(149)"
A→P* ,1.9,201 - 400,"3.4	(150)"
A→P* ,56.62,201 - 400,"3.6	(149)"
A→P* ,9.52,201 - 400,"3.2	(149)"
A→P* ,4.86,201 - 400,"3.2	(149)"
A→P* ,45.11,201 - 400,"3.2	(149)"
A→P* ,24.22,601 - 800,"3.6	(149)"
A→P* ,29.62,601 - 800,"3.4	(150)"
A→P* ,8.35,601 - 800,"3.6	(149)"
A→P* ,51.26,201 - 400,"3.2	(149)"
A→P* ,98.41,<= 200,"2.0 - 3.1	(81)"
A→P* ,10.09,<= 200,"3.6	(149)"
A→P* ,17.63,201 - 400,"4.0	(149)"
A→P* ,12.9,401 - 600,"4.0	(149)"
A→P* ,98.07,201 - 400,"1.0 - 1.9	(67)"
A→P* ,33.01,201 - 400,"3.4	(150)"
A→P* ,17.47,201 - 400,"3.8	(149)"
A→P* ,15.73,201 - 400,"3.2	(149)"
A→P* ,97.98,201 - 400,"1.0 - 1.9	(67)"
A→P* ,63.96,<= 200,"1.0 - 1.9	(67)"
A→P* ,17.33,801 - 1000,"3.4	(150)"
A→P* ,35.9,401 - 600,"3.2	(149)"
A→P* ,1.3,201 - 400,"4.0	(149)"
A→P* ,26.84,401 - 600,"4.0	(149)"
A→P* ,0.88,<= 200,"4.0	(149)"
A→P* ,3.19,<= 200,"4.0	(149)"
A→P* ,18.28,201 - 400,"3.6	(149)"
A→P* ,44.49,401 - 600,"3.2	(149)"
A→P* ,3.07,401 - 600,"3.6	(149)"
A→P* ,16.89,401 - 600,"3.8	(149)"
A→P* ,1.32,201 - 400,"4.0	(149)"
A→P* ,26.95,201 - 400,"4.0	(149)"
A→P* ,93.96,201 - 400,"2.0 - 3.1	(81)"
A→P* ,25.4,201 - 400,"3.4	(150)"
A→P* ,39.25,401 - 600,"3.4	(150)"
A→P* ,20,201 - 400,"4.0	(149)"
A→P* ,9.09,<= 200,"4.0	(149)"
A→P* ,97.52,201 - 400,"1.0 - 1.9	(67)"
A→P* ,99.48,201 - 400,"2.0 - 3.1	(81)"
A→P* ,28.01,801 - 1000,"3.6	(149)"
A→P* ,3.26,<= 200,"4.0	(149)"
A→P* ,7.21,401 - 600,"4.0	(149)"
A→P* ,97.58,601 - 800,"1.0 - 1.9	(67)"
A→P* ,33.66,601 - 800,"3.2	(149)"
A→P* ,92.5,<= 200,"1.0 - 1.9	(67)"
A→P* ,1.56,201 - 400,"3.8	(149)"
A→P* ,16.8,201 - 400,"3.6	(149)"
A→P* ,4.92,201 - 400,"3.8	(149)"
A→P* ,13.03,201 - 400,"3.4	(150)"
A→P* ,42.64,201 - 400,"3.4	(150)"
A→P* ,10.13,1501+,"3.8	(149)"
A→P* ,69.8,<= 200,"3.2	(149)"
A→P* ,66.77,201 - 400,"2.0 - 3.1	(81)"
A→P* ,3.22,1001 - 1500,"4.0	(149)"
A→P* ,6,<= 200,"3.6	(149)"
A→P* ,3.83,401 - 600,"3.2	(149)"
A→P* ,29.52,201 - 400,"3.2	(149)"
A→P* ,7.03,401 - 600,"4.0	(149)"
A→P* ,25.27,201 - 400,"3.6	(149)"
A→P* ,40.44,<= 200,"3.2	(149)"
A→P* ,41.73,201 - 400,"3.2	(149)"
A→P* ,34.15,201 - 400,"3.2	(149)"
A→P* ,4.58,801 - 1000,"4.0	(149)"
A→P* ,88.74,201 - 400,"2.0 - 3.1	(81)"
A→P* ,14.53,1001 - 1500,"3.4	(150)"
A→P* ,21.66,1501+,"3.8	(149)"
A→P* ,16.96,<= 200,"4.0	(149)"
A→P* ,0.61,401 - 600,"4.0	(149)"
A→P* ,94.8,401 - 600,"2.0 - 3.1	(81)"
A→P* ,15.33,<= 200,"4.0	(149)"
A→P* ,21.98,401 - 600,"3.6	(149)"
A→P* ,2.46,801 - 1000,"4.0	(149)"
A→P* ,11.93,<= 200,"3.8	(149)"
A→P* ,3.31,201 - 400,"3.4	(150)"
A→P* ,12.17,<= 200,"4.0	(149)"
A→P* ,5.91,201 - 400,"4.0	(149)"
A→P* ,96.82,<= 200,"2.0 - 3.1	(81)"
A→P* ,99.05,401 - 600,"2.0 - 3.1	(81)"
A→P* ,3.38,201 - 400,"4.0	(149)"
A→P* ,98.09,201 - 400,"1.0 - 1.9	(67)"
A→P* ,2.73,601 - 800,"4.0	(149)"
A→P* ,15.27,401 - 600,"3.2	(149)"
A→P* ,17.17,201 - 400,"3.6	(149)"
A→P* ,1.5,401 - 600,"4.0	(149)"
A→P* ,20.41,<= 200,"3.4	(150)"
A→P* ,34.97,<= 200,"3.6	(149)"
A→P* ,28.12,<= 200,"3.4	(150)"
A→P* ,4.02,1001 - 1500,"3.8	(149)"
A→P* ,43.78,401 - 600,"3.2	(149)"
A→P* ,6.07,201 - 400,"3.4	(150)"
A→P* ,32.64,<= 200,"3.8	(149)"
A→P* ,93.97,201 - 400,"1.0 - 1.9	(67)"
A→P* ,9.41,201 - 400,"3.8	(149)"
A→P* ,0,201 - 400,"3.2	(149)"
A→P* ,6.98,601 - 800,"3.6	(149)"
A→P* ,29.46,201 - 400,"3.8	(149)"
A→P* ,97.99,201 - 400,"2.0 - 3.1	(81)"
A→P* ,5.52,801 - 1000,"3.6	(149)"
A→P* ,6.7,401 - 600,"4.0	(149)"
A→P* ,43.26,201 - 400,"3.4	(150)"
A→P* ,47.87,201 - 400,"3.4	(150)"
A→P* ,95.85,401 - 600,"1.0 - 1.9	(67)"
A→P* ,0.25,1001 - 1500,"3.8	(149)"
A→P* ,17.11,601 - 800,"3.4	(150)"
A→P* ,5.78,601 - 800,"4.0	(149)"
A→P* ,49.87,201 - 400,"3.6	(149)"
A→P* ,4.98,201 - 400,"4.0	(149)"
A→P* ,4.01,601 - 800,"3.6	(149)"
A→P* ,19.79,201 - 400,"3.2	(149)"
A→P* ,33.42,201 - 400,"3.8	(149)"
A→P* ,0,201 - 400,"3.6	(149)"
A→P* ,39.96,401 - 600,"3.2	(149)"
A→P* ,6.58,1001 - 1500,"4.0	(149)"
A→P* ,52.77,201 - 400,"3.2	(149)"
A→P* ,18.35,<= 200,"3.4	(150)"
A→P* ,4.51,201 - 400,"3.6	(149)"
A→P* ,4.64,201 - 400,"3.6	(149)"
A→P* ,41.64,201 - 400,"3.8	(149)"
A→P* ,18.06,1501+,"3.4	(150)"
A→P* ,0.71,<= 200,"3.6	(149)"
A→P* ,22.93,<= 200,"3.6	(149)"
A→P* ,3.38,401 - 600,"3.6	(149)"
A→P* ,19.59,201 - 400,"3.6	(149)"
A→P* ,6.06,201 - 400,"3.8	(149)"
A→P* ,15.65,601 - 800,"3.6	(149)"
A→P* ,5.86,601 - 800,"3.8	(149)"
A→P* ,14.65,<= 200,"3.2	(149)"
A→P* ,3,1001 - 1500,"3.8	(149)"
A→P* ,32.03,601 - 800,"3.4	(150)"
A→P* ,12.79,201 - 400,"4.0	(149)"
A→P* ,53.57,201 - 400,"3.2	(149)"
A→P* ,97.32,<= 200,"2.0 - 3.1	(81)"
A→P* ,24.6,<= 200,"3.2	(149)"
A→P* ,3.64,201 - 400,"4.0	(149)"
A→P* ,1.42,201 - 400,"3.6	(149)"
A→P* ,32.85,201 - 400,"3.2	(149)"
A→P* ,96.17,<= 200,"2.0 - 3.1	(81)"
A→P* ,53.78,801 - 1000,"3.4	(150)"
A→P* ,16.39,<= 200,"3.8	(149)"
A→P* ,31.22,1501+,"3.2	(149)"
A→P* ,15,<= 200,"3.8	(149)"
A→P* ,17.27,<= 200,"3.2	(149)"
A→P* ,2.46,201 - 400,"3.8	(149)"
A→P* ,96.72,201 - 400,"2.0 - 3.1	(81)"
A→P* ,14.19,401 - 600,"3.8	(149)"
A→P* ,93.91,<= 200,"2.0 - 3.1	(81)"
A→P* ,54.47,601 - 800,"3.2	(149)"
A→P* ,57.02,201 - 400,"3.2	(149)"
A→P* ,22.33,801 - 1000,"3.8	(149)"
A→P* ,33.25,201 - 400,"3.2	(149)"
A→P* ,6.31,<= 200,"3.8	(149)"
A→P* ,98.8,801 - 1000,"2.0 - 3.1	(81)"
A→P* ,5.43,<= 200,"4.0	(149)"
A→P* ,21.85,401 - 600,"3.6	(149)"
A→P* ,31.13,201 - 400,"3.4	(150)"
A→P* ,10.53,201 - 400,"3.8	(149)"
A→P* ,12.95,<= 200,"3.6	(149)"
A→P* ,5.94,201 - 400,"3.6	(149)"
A→P* ,20.91,201 - 400,"3.8	(149)"
A→P* ,18.36,201 - 400,"3.6	(149)"
A→P* ,17.86,<= 200,"4.0	(149)"
A→P* ,98.94,1001 - 1500,"2.0 - 3.1	(81)"
A→P* ,2.47,401 - 600,"4.0	(149)"
A→P* ,18.25,<= 200,"3.6	(149)"
A→P* ,7.94,401 - 600,"3.8	(149)"
A→P* ,2.26,201 - 400,"3.2	(149)"
A→P* ,1.3,201 - 400,"4.0	(149)"
A→P* ,5.74,201 - 400,"3.8	(149)"
A→P* ,39.2,<= 200,"4.0	(149)"
A→P* ,35.88,601 - 800,"3.4	(150)"
A→P* ,16.13,401 - 600,"3.8	(149)"
A→P* ,13.71,1501+,"4.0	(149)"
A→P* ,29.41,201 - 400,"3.4	(150)"
A→P* ,21.08,<= 200,"3.6	(149)"
A→P* ,98.91,<= 200,"1.0 - 1.9	(67)"
A→P* ,17.65,201 - 400,"3.6	(149)"
A→P* ,5.46,<= 200,"3.6	(149)"
A→P* ,10.24,201 - 400,"3.8	(149)"
A→P* ,11.3,<= 200,"3.4	(150)"
A→P* ,10.05,201 - 400,"3.6	(149)"
A→P* ,98.01,401 - 600,"1.0 - 1.9	(67)"
A→P* ,29.75,201 - 400,"3.6	(149)"
A→P* ,13.99,201 - 400,"4.0	(149)"
A→P* ,26.1,401 - 600,"3.6	(149)"
A→P* ,2.73,201 - 400,"3.2	(149)"
A→P* ,18.61,201 - 400,"3.4	(150)"
A→P* ,7.98,1501+,"4.0	(149)"
A→P* ,94.96,201 - 400,"1.0 - 1.9	(67)"
A→P* ,33.79,<= 200,"3.8	(149)"
A→P* ,0,201 - 400,"3.8	(149)"
A→P* ,96.97,201 - 400,"2.0 - 3.1	(81)"
