Pipeline,Completness,SizeInBins,bin
A→P* ,19.84,801 - 1000,"3.4	(150)"
A→P* ,8.55,201 - 400,"4.0	(149)"
A→P* ,45.56,201 - 400,"2.0 - 3.1	(81)"
A→P* ,1.66,401 - 600,"4.0	(149)"
A→P* ,9.35,<= 200,"3.8	(149)"
A→P* ,0.71,401 - 600,"4.0	(149)"
A→P* ,44.79,401 - 600,"3.4	(150)"
A→P* ,7.48,601 - 800,"4.0	(149)"
A→P* ,13.19,<= 200,"3.6	(149)"
A→P* ,76,<= 200,"3.2	(149)"
A→P* ,3.9,1001 - 1500,"3.8	(149)"
A→P* ,95.45,<= 200,"2.0 - 3.1	(81)"
A→P* ,2.6,201 - 400,"3.8	(149)"
A→P* ,28.52,801 - 1000,"3.2	(149)"
A→P* ,28.9,401 - 600,"3.4	(150)"
A→P* ,9.8,601 - 800,"3.8	(149)"
A→P* ,94.63,<= 200,"2.0 - 3.1	(81)"
A→P* ,95.21,801 - 1000,"2.0 - 3.1	(81)"
A→P* ,0.38,601 - 800,"4.0	(149)"
A→P* ,98.25,401 - 600,"1.0 - 1.9	(67)"
A→P* ,44.77,401 - 600,"3.2	(149)"
A→P* ,0.56,<= 200,"3.8	(149)"
A→P* ,8.11,1001 - 1500,"3.4	(150)"
A→P* ,34.06,601 - 800,"3.2	(149)"
A→P* ,77.85,<= 200,"3.6	(149)"
A→P* ,2.84,<= 200,"4.0	(149)"
A→P* ,18.24,201 - 400,"3.6	(149)"
A→P* ,29.22,1501+,"3.6	(149)"
A→P* ,37.84,401 - 600,"3.4	(150)"
A→P* ,4.48,401 - 600,"3.4	(150)"
A→P* ,38.38,201 - 400,"3.8	(149)"
A→P* ,2.33,401 - 600,"4.0	(149)"
A→P* ,1.9,401 - 600,"3.8	(149)"
A→P* ,97.67,201 - 400,"2.0 - 3.1	(81)"
A→P* ,37.83,201 - 400,"3.4	(150)"
A→P* ,17.71,<= 200,"3.8	(149)"
A→P* ,19.14,<= 200,"3.6	(149)"
A→P* ,76.78,601 - 800,"2.0 - 3.1	(81)"
A→P* ,19.12,601 - 800,"3.2	(149)"
A→P* ,28.47,<= 200,"3.6	(149)"
A→P* ,44.4,401 - 600,"3.2	(149)"
A→P* ,15.59,401 - 600,"3.8	(149)"
A→P* ,27.52,201 - 400,"3.6	(149)"
A→P* ,14.81,601 - 800,"3.8	(149)"
A→P* ,61.13,201 - 400,"2.0 - 3.1	(81)"
A→P* ,14.46,201 - 400,"4.0	(149)"
A→P* ,5.18,601 - 800,"4.0	(149)"
A→P* ,11.08,201 - 400,"3.8	(149)"
A→P* ,29.38,201 - 400,"3.2	(149)"
A→P* ,45.53,1501+,"2.0 - 3.1	(81)"
A→P* ,22.88,201 - 400,"3.4	(150)"
A→P* ,4.75,201 - 400,"3.4	(150)"
A→P* ,97.16,201 - 400,"1.0 - 1.9	(67)"
A→P* ,20.21,201 - 400,"3.8	(149)"
A→P* ,2.65,401 - 600,"3.2	(149)"
A→P* ,4.45,201 - 400,"3.6	(149)"
A→P* ,36.36,201 - 400,"3.6	(149)"
A→P* ,6.15,201 - 400,"3.6	(149)"
A→P* ,46.75,401 - 600,"3.8	(149)"
A→P* ,92.07,<= 200,"2.0 - 3.1	(81)"
A→P* ,0.53,201 - 400,"3.6	(149)"
A→P* ,1.02,201 - 400,"4.0	(149)"
A→P* ,15.91,601 - 800,"3.8	(149)"
A→P* ,3.17,1001 - 1500,"4.0	(149)"
A→P* ,48.46,201 - 400,"3.4	(150)"
A→P* ,3.48,<= 200,"3.8	(149)"
A→P* ,13.86,<= 200,"4.0	(149)"
A→P* ,28.5,<= 200,"4.0	(149)"
A→P* ,23.76,401 - 600,"3.4	(150)"
A→P* ,97.36,201 - 400,"1.0 - 1.9	(67)"
A→P* ,95.57,601 - 800,"2.0 - 3.1	(81)"
A→P* ,6.14,401 - 600,"3.8	(149)"
A→P* ,9.62,601 - 800,"3.6	(149)"
A→P* ,32.55,201 - 400,"3.4	(150)"
A→P* ,16,<= 200,"3.4	(150)"
A→P* ,8.12,601 - 800,"3.8	(149)"
A→P* ,21.3,1001 - 1500,"3.4	(150)"
A→P* ,3.2,201 - 400,"4.0	(149)"
A→P* ,16.13,201 - 400,"3.8	(149)"
A→P* ,50.66,401 - 600,"3.2	(149)"
A→P* ,1.75,201 - 400,"3.6	(149)"
A→P* ,62.16,201 - 400,"3.4	(150)"
A→P* ,17.86,<= 200,"3.8	(149)"
A→P* ,20.69,801 - 1000,"3.2	(149)"
A→P* ,27.82,201 - 400,"3.2	(149)"
A→P* ,27.02,201 - 400,"3.2	(149)"
A→P* ,7.18,201 - 400,"3.8	(149)"
A→P* ,47.97,201 - 400,"3.4	(150)"
A→P* ,13.6,401 - 600,"4.0	(149)"
A→P* ,0.59,1001 - 1500,"3.4	(150)"
A→P* ,5.41,<= 200,"4.0	(149)"
A→P* ,42.34,401 - 600,"3.4	(150)"
A→P* ,7.03,<= 200,"3.8	(149)"
A→P* ,13.75,201 - 400,"4.0	(149)"
A→P* ,33.19,1001 - 1500,"3.2	(149)"
A→P* ,10.64,401 - 600,"4.0	(149)"
A→P* ,37.41,<= 200,"3.4	(150)"
A→P* ,7.94,<= 200,"4.0	(149)"
A→P* ,29.67,201 - 400,"3.2	(149)"
A→P* ,1.41,201 - 400,"4.0	(149)"
A→P* ,6.06,<= 200,"3.8	(149)"
A→P* ,60.96,201 - 400,"3.2	(149)"
A→P* ,19.5,401 - 600,"3.8	(149)"
A→P* ,25.29,401 - 600,"3.2	(149)"
A→P* ,10.14,201 - 400,"4.0	(149)"
A→P* ,2.47,401 - 600,"3.8	(149)"
A→P* ,97.33,201 - 400,"1.0 - 1.9	(67)"
A→P* ,95.93,201 - 400,"1.0 - 1.9	(67)"
A→P* ,26.56,201 - 400,"3.6	(149)"
A→P* ,41.24,201 - 400,"3.2	(149)"
A→P* ,19.76,201 - 400,"3.6	(149)"
A→P* ,54.79,201 - 400,"3.4	(150)"
A→P* ,31,201 - 400,"4.0	(149)"
A→P* ,18,401 - 600,"3.6	(149)"
A→P* ,26.28,<= 200,"3.8	(149)"
A→P* ,40.58,201 - 400,"3.2	(149)"
A→P* ,8.06,201 - 400,"3.8	(149)"
A→P* ,0.19,401 - 600,"3.8	(149)"
A→P* ,17.48,201 - 400,"3.6	(149)"
A→P* ,97.05,201 - 400,"1.0 - 1.9	(67)"
A→P* ,19.38,201 - 400,"3.4	(150)"
A→P* ,12.5,<= 200,"3.6	(149)"
A→P* ,27.36,1001 - 1500,"3.2	(149)"
A→P* ,18.02,201 - 400,"3.8	(149)"
A→P* ,98.28,1001 - 1500,"2.0 - 3.1	(81)"
A→P* ,5.94,201 - 400,"3.4	(150)"
A→P* ,87.79,801 - 1000,"2.0 - 3.1	(81)"
A→P* ,5.57,201 - 400,"4.0	(149)"
A→P* ,91.13,201 - 400,"2.0 - 3.1	(81)"
A→P* ,0,401 - 600,"3.4	(150)"
A→P* ,7.71,401 - 600,"3.4	(150)"
A→P* ,16.88,201 - 400,"3.8	(149)"
A→P* ,28.07,201 - 400,"3.6	(149)"
A→P* ,24.03,201 - 400,"3.8	(149)"
A→P* ,16.55,<= 200,"4.0	(149)"
A→P* ,2.89,<= 200,"3.6	(149)"
A→P* ,26.23,1501+,"3.4	(150)"
A→P* ,29.15,201 - 400,"3.6	(149)"
A→P* ,4.91,601 - 800,"4.0	(149)"
A→P* ,2.32,201 - 400,"4.0	(149)"
A→P* ,0.75,201 - 400,"3.6	(149)"
A→P* ,38.37,201 - 400,"3.2	(149)"
A→P* ,80.24,401 - 600,"3.2	(149)"
A→P* ,16.78,<= 200,"3.8	(149)"
A→P* ,6.58,201 - 400,"2.0 - 3.1	(81)"
A→P* ,17.63,401 - 600,"3.6	(149)"
A→P* ,95.83,201 - 400,"1.0 - 1.9	(67)"
A→P* ,5.16,201 - 400,"3.8	(149)"
A→P* ,59.85,<= 200,"3.2	(149)"
A→P* ,7.99,401 - 600,"4.0	(149)"
A→P* ,10.83,<= 200,"3.6	(149)"
A→P* ,5.41,<= 200,"3.2	(149)"
A→P* ,73.98,201 - 400,"2.0 - 3.1	(81)"
A→P* ,1.16,<= 200,"3.8	(149)"
A→P* ,20.34,1501+,"3.4	(150)"
A→P* ,96,<= 200,"2.0 - 3.1	(81)"
A→P* ,1.46,1501+,"4.0	(149)"
A→P* ,8.25,401 - 600,"3.8	(149)"
A→P* ,8,<= 200,"4.0	(149)"
A→P* ,40.89,201 - 400,"3.2	(149)"
A→P* ,4.84,201 - 400,"4.0	(149)"
A→P* ,0,401 - 600,"4.0	(149)"
A→P* ,58.47,<= 200,"3.4	(150)"
A→P* ,12.96,201 - 400,"3.6	(149)"
A→P* ,23.5,<= 200,"3.8	(149)"
A→P* ,4,201 - 400,"4.0	(149)"
A→P* ,98.44,201 - 400,"1.0 - 1.9	(67)"
A→P* ,63.23,601 - 800,"3.2	(149)"
A→P* ,0.39,201 - 400,"3.8	(149)"
A→P* ,3.95,<= 200,"3.4	(150)"
A→P* ,96.73,1001 - 1500,"2.0 - 3.1	(81)"
A→P* ,40.15,<= 200,"3.4	(150)"
A→P* ,3.97,401 - 600,"4.0	(149)"
A→P* ,1.63,801 - 1000,"4.0	(149)"
A→P* ,88.18,201 - 400,"2.0 - 3.1	(81)"
A→P* ,10.87,201 - 400,"3.8	(149)"
A→P* ,6.53,601 - 800,"3.6	(149)"
A→P* ,50.41,201 - 400,"3.2	(149)"
A→P* ,14.32,401 - 600,"3.8	(149)"
A→P* ,38.35,601 - 800,"3.6	(149)"
A→P* ,57.06,401 - 600,"3.4	(150)"
A→P* ,32.86,201 - 400,"3.4	(150)"
A→P* ,45.29,601 - 800,"3.2	(149)"
A→P* ,6.8,<= 200,"4.0	(149)"
A→P* ,43.13,1501+,"3.2	(149)"
A→P* ,33.59,201 - 400,"3.6	(149)"
A→P* ,21.94,401 - 600,"3.6	(149)"
A→P* ,54.33,401 - 600,"3.6	(149)"
A→P* ,26.21,201 - 400,"3.4	(150)"
A→P* ,13.24,201 - 400,"3.4	(150)"
A→P* ,22.84,<= 200,"3.4	(150)"
A→P* ,0.97,201 - 400,"4.0	(149)"
A→P* ,14.96,401 - 600,"3.8	(149)"
A→P* ,66.94,201 - 400,"3.2	(149)"
A→P* ,27.16,201 - 400,"3.2	(149)"
A→P* ,98.4,<= 200,"2.0 - 3.1	(81)"
A→P* ,87.39,401 - 600,"3.2	(149)"
A→P* ,4.51,201 - 400,"4.0	(149)"
A→P* ,12.6,201 - 400,"3.6	(149)"
A→P* ,0.35,201 - 400,"4.0	(149)"
A→P* ,3.48,<= 200,"3.6	(149)"
A→P* ,1.85,201 - 400,"3.8	(149)"
A→P* ,1.3,201 - 400,"4.0	(149)"
A→P* ,7.73,1001 - 1500,"3.8	(149)"
A→P* ,21.3,201 - 400,"3.4	(150)"
A→P* ,1.23,201 - 400,"4.0	(149)"
A→P* ,31.75,<= 200,"3.8	(149)"
A→P* ,44.35,<= 200,"3.2	(149)"
A→P* ,18.59,201 - 400,"3.4	(150)"
A→P* ,30.37,201 - 400,"3.2	(149)"
A→P* ,32.16,1001 - 1500,"3.4	(150)"
A→P* ,31.5,401 - 600,"3.6	(149)"
A→P* ,5.37,<= 200,"4.0	(149)"
A→P* ,26.36,201 - 400,"3.6	(149)"
A→P* ,72.94,401 - 600,"3.4	(150)"
A→P* ,16.37,1001 - 1500,"3.6	(149)"
A→P* ,21.59,401 - 600,"3.4	(150)"
A→P* ,1.02,201 - 400,"3.8	(149)"
A→P* ,2.27,401 - 600,"4.0	(149)"
A→P* ,0.44,201 - 400,"3.4	(150)"
A→P* ,45.83,<= 200,"3.2	(149)"
A→P* ,16.81,801 - 1000,"4.0	(149)"
A→P* ,26.94,201 - 400,"3.4	(150)"
A→P* ,25.6,<= 200,"3.8	(149)"
A→P* ,87.26,<= 200,"1.0 - 1.9	(67)"
A→P* ,20.69,201 - 400,"3.6	(149)"
A→P* ,2.82,<= 200,"3.6	(149)"
A→P* ,42.19,<= 200,"3.2	(149)"
A→P* ,11.7,<= 200,"3.8	(149)"
A→P* ,38.91,201 - 400,"3.2	(149)"
A→P* ,5.94,201 - 400,"4.0	(149)"
A→P* ,98.55,201 - 400,"1.0 - 1.9	(67)"
A→P* ,93.54,401 - 600,"2.0 - 3.1	(81)"
A→P* ,17.77,201 - 400,"3.4	(150)"
A→P* ,71.23,201 - 400,"3.2	(149)"
A→P* ,5.26,401 - 600,"3.8	(149)"
A→P* ,1.87,1001 - 1500,"4.0	(149)"
A→P* ,23.42,201 - 400,"4.0	(149)"
A→P* ,3.83,401 - 600,"3.4	(150)"
A→P* ,12.94,401 - 600,"3.8	(149)"
A→P* ,0,201 - 400,"3.4	(150)"
A→P* ,62.79,801 - 1000,"3.2	(149)"
A→P* ,25.39,1501+,"3.4	(150)"
A→P* ,2.87,401 - 600,"4.0	(149)"
A→P* ,2.19,201 - 400,"3.6	(149)"
A→P* ,89.06,<= 200,"3.2	(149)"
A→P* ,8.47,201 - 400,"3.6	(149)"
A→P* ,39.55,401 - 600,"3.4	(150)"
A→P* ,94.55,401 - 600,"1.0 - 1.9	(67)"
A→P* ,49.19,201 - 400,"2.0 - 3.1	(81)"
A→P* ,5.54,201 - 400,"4.0	(149)"
A→P* ,98.96,<= 200,"2.0 - 3.1	(81)"
A→P* ,7,601 - 800,"3.8	(149)"
A→P* ,67.11,<= 200,"3.4	(150)"
A→P* ,97.91,201 - 400,"1.0 - 1.9	(67)"
A→P* ,97.05,801 - 1000,"2.0 - 3.1	(81)"
A→P* ,17.69,<= 200,"3.6	(149)"
A→P* ,98.98,201 - 400,"1.0 - 1.9	(67)"
A→P* ,7.11,201 - 400,"3.8	(149)"
A→P* ,60.32,<= 200,"3.4	(150)"
A→P* ,63.2,<= 200,"3.4	(150)"
A→P* ,84.17,<= 200,"2.0 - 3.1	(81)"
A→P* ,96.09,601 - 800,"2.0 - 3.1	(81)"
A→P* ,6.15,201 - 400,"3.8	(149)"
A→P* ,8.66,601 - 800,"3.6	(149)"
A→P* ,28.87,801 - 1000,"3.4	(150)"
A→P* ,90,<= 200,"2.0 - 3.1	(81)"
A→P* ,1.89,201 - 400,"3.4	(150)"
A→P* ,94.66,1001 - 1500,"2.0 - 3.1	(81)"
A→P* ,98.39,401 - 600,"2.0 - 3.1	(81)"
A→P* ,15.53,601 - 800,"3.6	(149)"
A→P* ,3.69,201 - 400,"4.0	(149)"
A→P* ,49.34,401 - 600,"3.2	(149)"
A→P* ,6.11,601 - 800,"4.0	(149)"
A→P* ,15.25,201 - 400,"3.8	(149)"
A→P* ,38.71,601 - 800,"3.2	(149)"
A→P* ,7.48,601 - 800,"3.8	(149)"
A→P* ,19.27,601 - 800,"3.4	(150)"
A→P* ,21,201 - 400,"4.0	(149)"
A→P* ,63.48,201 - 400,"3.2	(149)"
A→P* ,97.32,<= 200,"1.0 - 1.9	(67)"
A→P* ,1.42,201 - 400,"4.0	(149)"
A→P* ,5.73,1001 - 1500,"3.4	(150)"
A→P* ,86.58,401 - 600,"3.2	(149)"
A→P* ,22.18,1001 - 1500,"3.2	(149)"
A→P* ,57.41,<= 200,"3.2	(149)"
A→P* ,32.09,201 - 400,"3.2	(149)"
A→P* ,44.14,<= 200,"3.4	(150)"
A→P* ,4.41,401 - 600,"4.0	(149)"
A→P* ,4.84,1001 - 1500,"3.8	(149)"
A→P* ,6.51,401 - 600,"3.8	(149)"
A→P* ,90.83,<= 200,"1.0 - 1.9	(67)"
A→P* ,31.23,401 - 600,"3.6	(149)"
A→P* ,3.35,201 - 400,"3.6	(149)"
A→P* ,1.59,401 - 600,"3.6	(149)"
A→P* ,52.41,201 - 400,"3.2	(149)"
A→P* ,9.17,801 - 1000,"3.6	(149)"
A→P* ,7.23,801 - 1000,"4.0	(149)"
A→P* ,2.26,<= 200,"4.0	(149)"
A→P* ,7.66,201 - 400,"4.0	(149)"
A→P* ,85.11,<= 200,"2.0 - 3.1	(81)"
A→P* ,98.12,201 - 400,"1.0 - 1.9	(67)"
A→P* ,21.53,201 - 400,"3.6	(149)"
A→P* ,25,<= 200,"4.0	(149)"
A→P* ,1.36,201 - 400,"4.0	(149)"
A→P* ,14.65,<= 200,"3.4	(150)"
A→P* ,69.38,201 - 400,"3.2	(149)"
A→P* ,2.42,201 - 400,"4.0	(149)"
A→P* ,25.76,<= 200,"3.6	(149)"
A→P* ,20.28,1001 - 1500,"3.2	(149)"
A→P* ,95.24,<= 200,"1.0 - 1.9	(67)"
A→P* ,87.34,401 - 600,"1.0 - 1.9	(67)"
A→P* ,8.95,601 - 800,"3.8	(149)"
A→P* ,97.24,<= 200,"2.0 - 3.1	(81)"
A→P* ,1.81,201 - 400,"3.8	(149)"
A→P* ,28.47,201 - 400,"3.4	(150)"
A→P* ,17.29,1001 - 1500,"3.4	(150)"
A→P* ,15.46,201 - 400,"3.4	(150)"
A→P* ,11.36,401 - 600,"3.2	(149)"
A→P* ,6.58,201 - 400,"3.6	(149)"
A→P* ,0.8,201 - 400,"3.8	(149)"
A→P* ,59.19,201 - 400,"3.4	(150)"
A→P* ,34.01,401 - 600,"3.2	(149)"
A→P* ,55.19,<= 200,"3.2	(149)"
A→P* ,1.26,201 - 400,"4.0	(149)"
A→P* ,20.83,201 - 400,"3.2	(149)"
A→P* ,25.41,201 - 400,"3.6	(149)"
A→P* ,25,<= 200,"3.4	(150)"
A→P* ,97.23,201 - 400,"2.0 - 3.1	(81)"
A→P* ,50.17,201 - 400,"3.6	(149)"
A→P* ,4.12,201 - 400,"3.4	(150)"
A→P* ,12.18,401 - 600,"4.0	(149)"
A→P* ,48.7,<= 200,"3.4	(150)"
A→P* ,2.12,201 - 400,"3.4	(150)"
A→P* ,90.76,<= 200,"1.0 - 1.9	(67)"
A→P* ,2.7,1001 - 1500,"4.0	(149)"
A→P* ,34.47,601 - 800,"3.4	(150)"
A→P* ,0,201 - 400,"3.8	(149)"
A→P* ,15.46,201 - 400,"3.8	(149)"
A→P* ,31.93,<= 200,"3.4	(150)"
A→P* ,14.75,201 - 400,"3.6	(149)"
A→P* ,5.94,601 - 800,"3.8	(149)"
A→P* ,9.95,201 - 400,"3.2	(149)"
A→P* ,12.55,201 - 400,"3.8	(149)"
A→P* ,98.28,201 - 400,"1.0 - 1.9	(67)"
A→P* ,96.27,601 - 800,"2.0 - 3.1	(81)"
A→P* ,64.63,801 - 1000,"2.0 - 3.1	(81)"
A→P* ,81.17,201 - 400,"2.0 - 3.1	(81)"
A→P* ,47.54,801 - 1000,"3.2	(149)"
A→P* ,2.76,1001 - 1500,"4.0	(149)"
A→P* ,98.66,1501+,"2.0 - 3.1	(81)"
A→P* ,96.68,201 - 400,"1.0 - 1.9	(67)"
A→P* ,6.25,<= 200,"4.0	(149)"
A→P* ,98.33,401 - 600,"1.0 - 1.9	(67)"
A→P* ,95.26,201 - 400,"1.0 - 1.9	(67)"
A→P* ,8.47,201 - 400,"4.0	(149)"
A→P* ,39.89,<= 200,"3.2	(149)"
A→P* ,42.86,<= 200,"3.6	(149)"
A→P* ,97.61,1001 - 1500,"1.0 - 1.9	(67)"
A→P* ,6.29,201 - 400,"3.2	(149)"
A→P* ,89.32,601 - 800,"2.0 - 3.1	(81)"
A→P* ,99.1,401 - 600,"1.0 - 1.9	(67)"
A→P* ,1.74,201 - 400,"3.8	(149)"
A→P* ,99.45,601 - 800,"1.0 - 1.9	(67)"
A→P* ,0.51,1001 - 1500,"3.6	(149)"
A→P* ,91.5,1001 - 1500,"2.0 - 3.1	(81)"
A→P* ,1.6,601 - 800,"4.0	(149)"
A→P* ,68.15,<= 200,"3.2	(149)"
A→P* ,2.74,201 - 400,"3.8	(149)"
A→P* ,5.36,<= 200,"3.8	(149)"
A→P* ,13.01,401 - 600,"4.0	(149)"
A→P* ,92.7,<= 200,"1.0 - 1.9	(67)"
A→P* ,23.42,201 - 400,"3.2	(149)"
A→P* ,38.67,201 - 400,"3.2	(149)"
A→P* ,17.65,1501+,"3.6	(149)"
A→P* ,45.9,201 - 400,"2.0 - 3.1	(81)"
A→P* ,98.05,201 - 400,"1.0 - 1.9	(67)"
A→P* ,44.44,201 - 400,"3.4	(150)"
A→P* ,27.98,401 - 600,"3.4	(150)"
A→P* ,17.65,201 - 400,"3.6	(149)"
A→P* ,10.5,201 - 400,"4.0	(149)"
A→P* ,27.34,1001 - 1500,"3.2	(149)"
A→P* ,1.27,<= 200,"4.0	(149)"
A→P* ,0,201 - 400,"3.6	(149)"
A→P* ,3.89,401 - 600,"3.4	(150)"
A→P* ,19.23,601 - 800,"3.8	(149)"
A→P* ,56.59,201 - 400,"3.2	(149)"
A→P* ,15.2,1501+,"3.4	(150)"
A→P* ,28.44,201 - 400,"3.4	(150)"
A→P* ,27.77,401 - 600,"3.2	(149)"
A→P* ,6.84,1001 - 1500,"3.8	(149)"
A→P* ,4.51,201 - 400,"3.4	(150)"
A→P* ,4.92,201 - 400,"1.0 - 1.9	(67)"
A→P* ,59.78,<= 200,"3.2	(149)"
A→P* ,64.69,201 - 400,"2.0 - 3.1	(81)"
A→P* ,34.45,201 - 400,"3.8	(149)"
A→P* ,95.78,<= 200,"2.0 - 3.1	(81)"
A→P* ,56.89,601 - 800,"3.4	(150)"
A→P* ,39.54,601 - 800,"3.2	(149)"
A→P* ,96.49,<= 200,"1.0 - 1.9	(67)"
A→P* ,96.17,201 - 400,"1.0 - 1.9	(67)"
A→P* ,16.05,401 - 600,"3.8	(149)"
A→P* ,29.46,201 - 400,"3.6	(149)"
A→P* ,2.13,201 - 400,"4.0	(149)"
A→P* ,0.9,201 - 400,"3.2	(149)"
A→P* ,10.98,<= 200,"3.4	(150)"
A→P* ,49.36,801 - 1000,"3.6	(149)"
A→P* ,5.32,201 - 400,"3.4	(150)"
A→P* ,8.23,401 - 600,"3.8	(149)"
A→P* ,18.09,201 - 400,"4.0	(149)"
A→P* ,17.55,<= 200,"3.6	(149)"
A→P* ,2.52,1501+,"3.6	(149)"
A→P* ,9.38,<= 200,"3.6	(149)"
A→P* ,0.38,601 - 800,"3.8	(149)"
A→P* ,69.13,201 - 400,"3.2	(149)"
A→P* ,1.3,201 - 400,"3.6	(149)"
A→P* ,40.91,201 - 400,"3.4	(150)"
A→P* ,95.77,401 - 600,"2.0 - 3.1	(81)"
A→P* ,18.16,401 - 600,"3.6	(149)"
A→P* ,94.46,401 - 600,"1.0 - 1.9	(67)"
A→P* ,98.37,601 - 800,"2.0 - 3.1	(81)"
A→P* ,12.53,201 - 400,"4.0	(149)"
A→P* ,12.09,<= 200,"3.8	(149)"
A→P* ,0.08,1001 - 1500,"4.0	(149)"
A→P* ,1.75,<= 200,"3.6	(149)"
A→P* ,6.99,201 - 400,"4.0	(149)"
A→P* ,11.69,601 - 800,"3.6	(149)"
A→P* ,97.57,201 - 400,"2.0 - 3.1	(81)"
A→P* ,20.66,201 - 400,"3.6	(149)"
A→P* ,81.55,601 - 800,"2.0 - 3.1	(81)"
A→P* ,28.48,601 - 800,"3.2	(149)"
A→P* ,45.54,<= 200,"3.4	(150)"
A→P* ,97.59,201 - 400,"2.0 - 3.1	(81)"
A→P* ,19.64,<= 200,"3.6	(149)"
A→P* ,49.22,<= 200,"3.2	(149)"
A→P* ,95.03,601 - 800,"2.0 - 3.1	(81)"
A→P* ,0.36,201 - 400,"4.0	(149)"
A→P* ,90.98,201 - 400,"2.0 - 3.1	(81)"
A→P* ,20.3,401 - 600,"3.6	(149)"
A→P* ,19.16,401 - 600,"3.6	(149)"
A→P* ,10.32,<= 200,"3.8	(149)"
A→P* ,16.05,<= 200,"3.8	(149)"
A→P* ,47.47,201 - 400,"3.2	(149)"
A→P* ,7.56,201 - 400,"3.6	(149)"
A→P* ,6.24,401 - 600,"4.0	(149)"
A→P* ,2.12,1501+,"3.8	(149)"
A→P* ,29.93,401 - 600,"3.4	(150)"
A→P* ,39.67,<= 200,"3.4	(150)"
A→P* ,6.93,201 - 400,"1.0 - 1.9	(67)"
A→P* ,6.46,401 - 600,"3.6	(149)"
A→P* ,17.48,201 - 400,"3.6	(149)"
A→P* ,95.25,601 - 800,"1.0 - 1.9	(67)"
A→P* ,15.98,201 - 400,"3.2	(149)"
A→P* ,2.05,201 - 400,"3.4	(150)"
A→P* ,46.79,201 - 400,"3.4	(150)"
A→P* ,49.6,<= 200,"3.6	(149)"
A→P* ,54.95,<= 200,"3.2	(149)"
A→P* ,4.73,601 - 800,"4.0	(149)"
A→P* ,1.62,201 - 400,"3.2	(149)"
A→P* ,18.6,201 - 400,"4.0	(149)"
A→P* ,28.55,601 - 800,"3.4	(150)"
A→P* ,1.09,<= 200,"4.0	(149)"
A→P* ,12.77,801 - 1000,"3.8	(149)"
A→P* ,96.04,401 - 600,"1.0 - 1.9	(67)"
A→P* ,25.57,201 - 400,"3.8	(149)"
A→P* ,2.31,201 - 400,"3.2	(149)"
A→P* ,74.11,<= 200,"3.2	(149)"
A→P* ,96.91,<= 200,"1.0 - 1.9	(67)"
A→P* ,6.93,201 - 400,"4.0	(149)"
A→P* ,8.7,<= 200,"3.8	(149)"
A→P* ,1.75,<= 200,"3.2	(149)"
A→P* ,73.42,201 - 400,"3.2	(149)"
A→P* ,10.21,801 - 1000,"3.8	(149)"
A→P* ,1.75,201 - 400,"3.8	(149)"
A→P* ,97.08,201 - 400,"1.0 - 1.9	(67)"
A→P* ,40.78,201 - 400,"3.2	(149)"
A→P* ,54.88,<= 200,"3.4	(150)"
A→P* ,46.89,201 - 400,"3.6	(149)"
A→P* ,4.96,201 - 400,"3.8	(149)"
A→P* ,26.23,201 - 400,"3.4	(150)"
A→P* ,5.57,401 - 600,"3.6	(149)"
A→P* ,20.66,201 - 400,"3.8	(149)"
A→P* ,96.13,201 - 400,"1.0 - 1.9	(67)"
A→P* ,26.44,601 - 800,"3.2	(149)"
A→P* ,42.64,201 - 400,"3.4	(150)"
A→P* ,49.68,<= 200,"3.4	(150)"
A→P* ,46.51,201 - 400,"3.4	(150)"
A→P* ,37.81,201 - 400,"3.2	(149)"
A→P* ,71.99,201 - 400,"2.0 - 3.1	(81)"
A→P* ,0,201 - 400,"4.0	(149)"
A→P* ,18.29,1501+,"3.2	(149)"
A→P* ,9.8,201 - 400,"3.4	(150)"
A→P* ,48.87,201 - 400,"3.2	(149)"
A→P* ,37.59,201 - 400,"3.6	(149)"
A→P* ,36.73,601 - 800,"3.4	(150)"
A→P* ,1.95,201 - 400,"3.4	(150)"
A→P* ,79.34,201 - 400,"3.2	(149)"
A→P* ,0,<= 200,"3.4	(150)"
A→P* ,42.39,<= 200,"3.2	(149)"
A→P* ,2.19,201 - 400,"3.2	(149)"
A→P* ,95.18,1001 - 1500,"2.0 - 3.1	(81)"
A→P* ,9.7,401 - 600,"3.6	(149)"
A→P* ,0.78,201 - 400,"3.6	(149)"
A→P* ,64.57,801 - 1000,"3.2	(149)"
A→P* ,25.93,201 - 400,"3.8	(149)"
A→P* ,37.33,<= 200,"3.2	(149)"
A→P* ,19.27,1001 - 1500,"3.4	(150)"
A→P* ,0.75,601 - 800,"3.6	(149)"
A→P* ,12.92,201 - 400,"3.8	(149)"
A→P* ,22.67,201 - 400,"3.4	(150)"
A→P* ,21.33,<= 200,"3.8	(149)"
A→P* ,11.11,201 - 400,"3.6	(149)"
A→P* ,34.17,<= 200,"3.4	(150)"
A→P* ,3.47,<= 200,"4.0	(149)"
A→P* ,83.71,401 - 600,"2.0 - 3.1	(81)"
A→P* ,10.82,201 - 400,"3.4	(150)"
A→P* ,85.71,<= 200,"2.0 - 3.1	(81)"
A→P* ,33.88,201 - 400,"3.2	(149)"
A→P* ,74.38,201 - 400,"2.0 - 3.1	(81)"
A→P* ,98.71,201 - 400,"1.0 - 1.9	(67)"
