Difference,Pipeline,Evaluation_measure,predictive_model,dataset
5.25,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG median,JCSG data sets
13.99,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG,JCSG data sets
4.24,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG median,JCSG data sets
1.1,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG,JCSG data sets
5.12,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG median,JCSG data sets
5.77,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG,JCSG data sets
0.11,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG median,JCSG data sets
1.05,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG,JCSG data sets
-92.36,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG median,JCSG data sets
-47.4,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG,JCSG data sets
4.57,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG median,JCSG data sets
23.19,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG,JCSG data sets
2.38,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG median,JCSG data sets
0.02,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG,JCSG data sets
2.07,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG median,JCSG data sets
25.24,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG,JCSG data sets
-86.72,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG median,JCSG data sets
3.64,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG,JCSG data sets
-79.08,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG median,JCSG data sets
-61.35,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG,JCSG data sets
-15.51,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG median,JCSG data sets
31.05,SHELXE(Parrot)→ARP/wARP,Completeness,JCSG,JCSG data sets
