Difference,Pipeline,Evaluation_measure,predictive_model,dataset
3.41,ARP/wARP,Completeness,JCSG,JCSG data sets
0.46,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.56,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.12,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.07,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-21.49,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.34,ARP/wARP,Completeness,JCSG,JCSG data sets
1.15,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.87,ARP/wARP,Completeness,JCSG,JCSG data sets
69.81,ARP/wARP,Completeness,JCSG median,JCSG data sets
57.48,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.35,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.27,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.11,ARP/wARP,Completeness,JCSG,JCSG data sets
0.4,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.48,ARP/wARP,Completeness,JCSG,JCSG data sets
97.83,ARP/wARP,Completeness,JCSG median,JCSG data sets
2.59,ARP/wARP,Completeness,JCSG,JCSG data sets
95.21,ARP/wARP,Completeness,JCSG median,JCSG data sets
13.26,ARP/wARP,Completeness,JCSG,JCSG data sets
0.35,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.21,ARP/wARP,Completeness,JCSG,JCSG data sets
50.61,ARP/wARP,Completeness,JCSG median,JCSG data sets
41.39,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.04,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.06,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.41,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.42,ARP/wARP,Completeness,JCSG,JCSG data sets
98.87,ARP/wARP,Completeness,JCSG median,JCSG data sets
16.25,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.68,ARP/wARP,Completeness,JCSG,JCSG data sets
7.4,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.8,ARP/wARP,Completeness,JCSG,JCSG data sets
5.36,ARP/wARP,Completeness,JCSG median,JCSG data sets
-6.11,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.34,ARP/wARP,Completeness,JCSG,JCSG data sets
76.07,ARP/wARP,Completeness,JCSG median,JCSG data sets
-5.55,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.25,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.06,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.26,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.28,ARP/wARP,Completeness,JCSG,JCSG data sets
0.95,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.12,ARP/wARP,Completeness,JCSG,JCSG data sets
0,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.17,ARP/wARP,Completeness,JCSG,JCSG data sets
98.43,ARP/wARP,Completeness,JCSG median,JCSG data sets
9.08,ARP/wARP,Completeness,JCSG,JCSG data sets
1.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-3.07,ARP/wARP,Completeness,JCSG,JCSG data sets
34.99,ARP/wARP,Completeness,JCSG median,JCSG data sets
-53.81,ARP/wARP,Completeness,JCSG,JCSG data sets
0.18,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.73,ARP/wARP,Completeness,JCSG,JCSG data sets
35.4,ARP/wARP,Completeness,JCSG median,JCSG data sets
20.67,ARP/wARP,Completeness,JCSG,JCSG data sets
0.11,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.2,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.26,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.08,ARP/wARP,Completeness,JCSG,JCSG data sets
0.95,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.67,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.34,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.45,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.35,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-14.04,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.87,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.08,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.07,ARP/wARP,Completeness,JCSG,JCSG data sets
3.94,ARP/wARP,Completeness,JCSG median,JCSG data sets
3.87,ARP/wARP,Completeness,JCSG,JCSG data sets
0.3,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.95,ARP/wARP,Completeness,JCSG,JCSG data sets
1.79,ARP/wARP,Completeness,JCSG median,JCSG data sets
-2.71,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.5,ARP/wARP,Completeness,JCSG,JCSG data sets
0.14,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.27,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.17,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.98,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.3,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.11,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.47,ARP/wARP,Completeness,JCSG,JCSG data sets
0.2,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.25,ARP/wARP,Completeness,JCSG,JCSG data sets
0.28,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.5,ARP/wARP,Completeness,JCSG,JCSG data sets
0.43,ARP/wARP,Completeness,JCSG median,JCSG data sets
-14.32,ARP/wARP,Completeness,JCSG,JCSG data sets
2.17,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.67,ARP/wARP,Completeness,JCSG,JCSG data sets
0.41,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.01,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.31,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.14,ARP/wARP,Completeness,JCSG,JCSG data sets
0.45,ARP/wARP,Completeness,JCSG median,JCSG data sets
-4.99,ARP/wARP,Completeness,JCSG,JCSG data sets
1.32,ARP/wARP,Completeness,JCSG median,JCSG data sets
-11.47,ARP/wARP,Completeness,JCSG,JCSG data sets
0.81,ARP/wARP,Completeness,JCSG median,JCSG data sets
-7.56,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.08,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.37,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.22,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.16,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.39,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.23,ARP/wARP,Completeness,JCSG,JCSG data sets
0.09,ARP/wARP,Completeness,JCSG median,JCSG data sets
-5.16,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.76,ARP/wARP,Completeness,JCSG,JCSG data sets
1.31,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.27,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.11,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.01,ARP/wARP,Completeness,JCSG,JCSG data sets
19.43,ARP/wARP,Completeness,JCSG median,JCSG data sets
-5.06,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.58,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.08,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.43,ARP/wARP,Completeness,JCSG,JCSG data sets
0.08,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.16,ARP/wARP,Completeness,JCSG,JCSG data sets
93.31,ARP/wARP,Completeness,JCSG median,JCSG data sets
3.5,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.41,ARP/wARP,Completeness,JCSG,JCSG data sets
15.3,ARP/wARP,Completeness,JCSG median,JCSG data sets
9.14,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.36,ARP/wARP,Completeness,JCSG,JCSG data sets
0.34,ARP/wARP,Completeness,JCSG median,JCSG data sets
-20.72,ARP/wARP,Completeness,JCSG,JCSG data sets
97.68,ARP/wARP,Completeness,JCSG median,JCSG data sets
2.85,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.46,ARP/wARP,Completeness,JCSG,JCSG data sets
0.28,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.38,ARP/wARP,Completeness,JCSG,JCSG data sets
1.1,ARP/wARP,Completeness,JCSG median,JCSG data sets
-7.84,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.34,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.44,ARP/wARP,Completeness,JCSG,JCSG data sets
28.5,ARP/wARP,Completeness,JCSG median,JCSG data sets
27.29,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.7,ARP/wARP,Completeness,JCSG,JCSG data sets
92.76,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.22,ARP/wARP,Completeness,JCSG,JCSG data sets
0.97,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.95,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.33,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.14,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.48,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.66,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.47,ARP/wARP,Completeness,JCSG,JCSG data sets
78.57,ARP/wARP,Completeness,JCSG median,JCSG data sets
-2.71,ARP/wARP,Completeness,JCSG,JCSG data sets
0.15,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.37,ARP/wARP,Completeness,JCSG,JCSG data sets
0.16,ARP/wARP,Completeness,JCSG median,JCSG data sets
-2.75,ARP/wARP,Completeness,JCSG,JCSG data sets
0.27,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.8,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.19,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.73,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.21,ARP/wARP,Completeness,JCSG median,JCSG data sets
-7.3,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.36,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.36,ARP/wARP,Completeness,JCSG,JCSG data sets
0.83,ARP/wARP,Completeness,JCSG median,JCSG data sets
-6.83,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.43,ARP/wARP,Completeness,JCSG,JCSG data sets
0.02,ARP/wARP,Completeness,JCSG median,JCSG data sets
-3.2,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.05,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.04,ARP/wARP,Completeness,JCSG,JCSG data sets
97.99,ARP/wARP,Completeness,JCSG median,JCSG data sets
1.92,ARP/wARP,Completeness,JCSG,JCSG data sets
47.09,ARP/wARP,Completeness,JCSG median,JCSG data sets
44.43,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.35,ARP/wARP,Completeness,JCSG,JCSG data sets
0.18,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.31,ARP/wARP,Completeness,JCSG,JCSG data sets
2.6,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.24,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.44,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.47,ARP/wARP,Completeness,JCSG,JCSG data sets
86.73,ARP/wARP,Completeness,JCSG median,JCSG data sets
-9.07,ARP/wARP,Completeness,JCSG,JCSG data sets
5.7,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.26,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.04,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.15,ARP/wARP,Completeness,JCSG,JCSG data sets
53.86,ARP/wARP,Completeness,JCSG median,JCSG data sets
-26.65,ARP/wARP,Completeness,JCSG,JCSG data sets
0.63,ARP/wARP,Completeness,JCSG median,JCSG data sets
-5.94,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.43,ARP/wARP,Completeness,JCSG,JCSG data sets
6.4,ARP/wARP,Completeness,JCSG median,JCSG data sets
-73.73,ARP/wARP,Completeness,JCSG,JCSG data sets
4.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.93,ARP/wARP,Completeness,JCSG,JCSG data sets
0,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.26,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.55,ARP/wARP,Completeness,JCSG,JCSG data sets
10.39,ARP/wARP,Completeness,JCSG median,JCSG data sets
-66.69,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.12,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.1,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.95,ARP/wARP,Completeness,JCSG,JCSG data sets
0.06,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.82,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.02,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.05,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.41,ARP/wARP,Completeness,JCSG,JCSG data sets
1.83,ARP/wARP,Completeness,JCSG median,JCSG data sets
-5.42,ARP/wARP,Completeness,JCSG,JCSG data sets
94.76,ARP/wARP,Completeness,JCSG median,JCSG data sets
6.94,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.84,ARP/wARP,Completeness,JCSG,JCSG data sets
71.09,ARP/wARP,Completeness,JCSG median,JCSG data sets
68.52,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.28,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.09,ARP/wARP,Completeness,JCSG,JCSG data sets
0.54,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.54,ARP/wARP,Completeness,JCSG,JCSG data sets
0.68,ARP/wARP,Completeness,JCSG median,JCSG data sets
-76.35,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-2.25,ARP/wARP,Completeness,JCSG,JCSG data sets
0.06,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.15,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.49,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.34,ARP/wARP,Completeness,JCSG,JCSG data sets
1.36,ARP/wARP,Completeness,JCSG median,JCSG data sets
-4.5,ARP/wARP,Completeness,JCSG,JCSG data sets
96.44,ARP/wARP,Completeness,JCSG median,JCSG data sets
21.42,ARP/wARP,Completeness,JCSG,JCSG data sets
4.95,ARP/wARP,Completeness,JCSG median,JCSG data sets
-22.15,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.34,ARP/wARP,Completeness,JCSG,JCSG data sets
98.51,ARP/wARP,Completeness,JCSG median,JCSG data sets
9.89,ARP/wARP,Completeness,JCSG,JCSG data sets
97.72,ARP/wARP,Completeness,JCSG median,JCSG data sets
1.25,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.36,ARP/wARP,Completeness,JCSG,JCSG data sets
0.32,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.11,ARP/wARP,Completeness,JCSG,JCSG data sets
0.15,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.47,ARP/wARP,Completeness,JCSG,JCSG data sets
0.34,ARP/wARP,Completeness,JCSG median,JCSG data sets
-2.33,ARP/wARP,Completeness,JCSG,JCSG data sets
49.05,ARP/wARP,Completeness,JCSG median,JCSG data sets
47.52,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.27,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.11,ARP/wARP,Completeness,JCSG,JCSG data sets
0.55,ARP/wARP,Completeness,JCSG median,JCSG data sets
-2.49,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.14,ARP/wARP,Completeness,JCSG median,JCSG data sets
-3.31,ARP/wARP,Completeness,JCSG,JCSG data sets
1.64,ARP/wARP,Completeness,JCSG median,JCSG data sets
-6.78,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-3.99,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.34,ARP/wARP,Completeness,JCSG median,JCSG data sets
-2.44,ARP/wARP,Completeness,JCSG,JCSG data sets
97.67,ARP/wARP,Completeness,JCSG median,JCSG data sets
5.98,ARP/wARP,Completeness,JCSG,JCSG data sets
0.68,ARP/wARP,Completeness,JCSG median,JCSG data sets
-3.98,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.47,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-2.46,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.18,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.1,ARP/wARP,Completeness,JCSG,JCSG data sets
95.09,ARP/wARP,Completeness,JCSG median,JCSG data sets
-2.03,ARP/wARP,Completeness,JCSG,JCSG data sets
22.85,ARP/wARP,Completeness,JCSG median,JCSG data sets
19.58,ARP/wARP,Completeness,JCSG,JCSG data sets
7.22,ARP/wARP,Completeness,JCSG median,JCSG data sets
-2.93,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.61,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.37,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.27,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.57,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.04,ARP/wARP,Completeness,JCSG,JCSG data sets
2.35,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.41,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.38,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.04,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.78,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-6.32,ARP/wARP,Completeness,JCSG,JCSG data sets
1.83,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.75,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.06,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.24,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.15,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.02,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.01,ARP/wARP,Completeness,JCSG,JCSG data sets
10.97,ARP/wARP,Completeness,JCSG median,JCSG data sets
-71.95,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-3.7,ARP/wARP,Completeness,JCSG,JCSG data sets
8.13,ARP/wARP,Completeness,JCSG median,JCSG data sets
1.9,ARP/wARP,Completeness,JCSG,JCSG data sets
0.62,ARP/wARP,Completeness,JCSG median,JCSG data sets
-8.03,ARP/wARP,Completeness,JCSG,JCSG data sets
94.21,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.8,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.34,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.31,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.78,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.14,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.08,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.01,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.07,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.06,ARP/wARP,Completeness,JCSG,JCSG data sets
0.27,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.32,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.37,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.42,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.38,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.22,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.03,ARP/wARP,Completeness,JCSG,JCSG data sets
2.13,ARP/wARP,Completeness,JCSG median,JCSG data sets
2.21,ARP/wARP,Completeness,JCSG,JCSG data sets
0.18,ARP/wARP,Completeness,JCSG median,JCSG data sets
-4.92,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-6.45,ARP/wARP,Completeness,JCSG,JCSG data sets
10.21,ARP/wARP,Completeness,JCSG median,JCSG data sets
-3.4,ARP/wARP,Completeness,JCSG,JCSG data sets
90.62,ARP/wARP,Completeness,JCSG median,JCSG data sets
-5.26,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.42,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.39,ARP/wARP,Completeness,JCSG,JCSG data sets
5.94,ARP/wARP,Completeness,JCSG median,JCSG data sets
4.77,ARP/wARP,Completeness,JCSG,JCSG data sets
0.3,ARP/wARP,Completeness,JCSG median,JCSG data sets
-6.25,ARP/wARP,Completeness,JCSG,JCSG data sets
0.59,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.03,ARP/wARP,Completeness,JCSG,JCSG data sets
40.04,ARP/wARP,Completeness,JCSG median,JCSG data sets
32.47,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.43,ARP/wARP,Completeness,JCSG,JCSG data sets
0.88,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.39,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.16,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.46,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.33,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.23,ARP/wARP,Completeness,JCSG,JCSG data sets
95.64,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.23,ARP/wARP,Completeness,JCSG,JCSG data sets
85.68,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.97,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.38,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.12,ARP/wARP,Completeness,JCSG,JCSG data sets
98.11,ARP/wARP,Completeness,JCSG median,JCSG data sets
3.92,ARP/wARP,Completeness,JCSG,JCSG data sets
2.31,ARP/wARP,Completeness,JCSG median,JCSG data sets
-10.84,ARP/wARP,Completeness,JCSG,JCSG data sets
94.45,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.27,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.41,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.45,ARP/wARP,Completeness,JCSG,JCSG data sets
94.71,ARP/wARP,Completeness,JCSG median,JCSG data sets
14.77,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-8.56,ARP/wARP,Completeness,JCSG,JCSG data sets
90.3,ARP/wARP,Completeness,JCSG median,JCSG data sets
-3.85,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.16,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.4,ARP/wARP,Completeness,JCSG,JCSG data sets
13.97,ARP/wARP,Completeness,JCSG median,JCSG data sets
13.56,ARP/wARP,Completeness,JCSG,JCSG data sets
13.86,ARP/wARP,Completeness,JCSG median,JCSG data sets
10.74,ARP/wARP,Completeness,JCSG,JCSG data sets
42.06,ARP/wARP,Completeness,JCSG median,JCSG data sets
-41.41,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.32,ARP/wARP,Completeness,JCSG median,JCSG data sets
-1.53,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.34,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.75,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.58,ARP/wARP,Completeness,JCSG,JCSG data sets
0.12,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.15,ARP/wARP,Completeness,JCSG,JCSG data sets
96.27,ARP/wARP,Completeness,JCSG median,JCSG data sets
3.18,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.39,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.8,ARP/wARP,Completeness,JCSG,JCSG data sets
0.21,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.05,ARP/wARP,Completeness,JCSG,JCSG data sets
-0.53,ARP/wARP,Completeness,JCSG median,JCSG data sets
-0.44,ARP/wARP,Completeness,JCSG,JCSG data sets
6.32,ARP/wARP,Completeness,JCSG median,JCSG data sets
6.25,ARP/wARP,Completeness,JCSG,JCSG data sets
2.95,ARP/wARP,Completeness,JCSG median,JCSG data sets
0.92,ARP/wARP,Completeness,JCSG,JCSG data sets
